Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
121.00006,SOCIETE DE COGENERATION DE TAVAUX,2012,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),161000000,kg/an
35180123,EARL MONTIFAULT,2012,Air,Ammoniac (NH3),14600,kg/an
79009960,EARL LES PLUMATS,2012,Air,Ammoniac (NH3),11200,kg/an
052.02602,SMTB,2012,Air,Vanadium et ses composés,0.507,kg/an
052.05352,UIOM communauté de communes de LacqOrthez,2012,Air,Vanadium et ses composés,0.262,kg/an
052.05352,UIOM communauté de communes de LacqOrthez,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.109,kg/an
053.00968,Cidreries du Calvados La Fermière,2012,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.0045,kg/an
053.01073,Transports Mertz SAS,2012,Eau (indirect),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",2.74,kg/an
053.01520,ALLIORA,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.006,kg/an
053.01810,ELVIA PRINTED CIRCUIT BOARDS COUTANCES,2012,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.446,kg/an
053.02049,Station Epuration - Mairie Chef du Pont,2012,Eau (direct),Chloroforme (trichlorométhane),0.026,kg/an
054.01097,PPG AC,2012,Eau (indirect),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",0.003,kg/an
054.01201,COMMUNAUTE D'AGGLOMERATION DU GRAND SENONAIS,2012,Air,Vanadium et ses composés,0.244,kg/an
054.01201,COMMUNAUTE D'AGGLOMERATION DU GRAND SENONAIS,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.247,kg/an
055.00400,MANOIR SAINT BRIEUC,2012,Air,Vanadium et ses composés,0.1,kg/an
35275001,INRA,2012,Eau (indirect),Demande biologique en oxygène (DBO5),52700,kg/an
63434094,EURL BOY,2012,Air,Ammoniac (NH3),15800,kg/an
75600089,SARL LE GALL,2012,Air,Ammoniac (NH3),18500,kg/an
36030018,SCEA LA VILLENEUVE,2012,Air,Ammoniac (NH3),13900,kg/an
75600091,EARL LE GUERN,2012,Air,Ammoniac (NH3),10700,kg/an
79062292,GAEC LA GONDROMIERE,2012,Air,Ammoniac (NH3),19600,kg/an
055.14248,Naval Group Site de Lorient,2012,Air,Vanadium et ses composés,0.1,kg/an
055.14248,Naval Group Site de Lorient,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.2,kg/an
056.00075,SADILLEK SA,2012,Air,Vanadium et ses composés,0.41,kg/an
056.00075,SADILLEK SA,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.234,kg/an
36086073,SARL AGENA,2012,Air,Ammoniac (NH3),11600,kg/an
057.01056,METALBLANC,2012,Air,Vanadium et ses composés,1.63,kg/an
057.01056,METALBLANC,2012,Air,Thallium et ses composés (exprimés en tant que Tl),1.63,kg/an
057.01152,AFS SEDAN SAS,2012,Air,Vanadium et ses composés,0.12,kg/an
057.01152,AFS SEDAN SAS,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.015,kg/an
37048039,GAEC DE LA SALVARDERIE,2012,Air,Ammoniac (NH3),10400,kg/an
64208005,EARL CASSOU-LAHORE,2012,Air,Ammoniac (NH3),12300,kg/an
057.01289,GHM,2012,Air,Vanadium et ses composés,0.47,kg/an
75600093,SARL DE ROSSIVIN,2012,Air,Ammoniac (NH3),24500,kg/an
79084271,SCEA PRO-PORCS,2012,Air,Ammoniac (NH3),12500,kg/an
057.01293,FONDERIE GHM,2012,Air,Vanadium et ses composés,0.21,kg/an
057.01293,FONDERIE GHM,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.071,kg/an
37098303,GAEC DES DEUX VAL,2012,Air,Ammoniac (NH3),18800,kg/an
75600095,EARL DES CHATAIGNERS,2012,Air,Ammoniac (NH3),10300,kg/an
79091912,EARL LMA PASQUIER,2012,Air,Ammoniac (NH3),19900,kg/an
057.01785,Lecico France,2012,Eau (indirect),Benzo (a) pyrène,0.0085,kg/an
057.01785,Lecico France,2012,Eau (indirect),Benzo (k) fluoranthène,0.0085,kg/an
057.01785,Lecico France,2012,Eau (indirect),Benzo (b) fluoranthène,0.0085,kg/an
057.01935,Etablissement DAUM,2012,Air,Vanadium et ses composés,0.11,kg/an
057.01935,Etablissement DAUM,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.07,kg/an
057.02403,REMONDIS Electrorecycling SAS,2012,Air,Vanadium et ses composés,0.026,kg/an
057.02403,REMONDIS Electrorecycling SAS,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.026,kg/an
057.02694,CSDU BAR SUR SEINE,2012,Eau (indirect),Benzo (a) pyrène,0.000048,kg/an
057.02694,CSDU BAR SUR SEINE,2012,Eau (indirect),Benzo (b) fluoranthène,0.000048,kg/an
057.03169,REMONDIS Electrorecycling SAS (ex PROVALOR),2012,Air,Vanadium et ses composés,0.124,kg/an
057.03169,REMONDIS Electrorecycling SAS (ex PROVALOR),2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.124,kg/an
37116310,EARL BAGLAN-PROUST,2012,Air,Ammoniac (NH3),10400,kg/an
64338030,earl arc en ciel,2012,Air,Ammoniac (NH3),10600,kg/an
75600098,DOUX ACCOUVAGE,2012,Air,Ammoniac (NH3),14200,kg/an
791.22801,STEP - Evry,2012,Eau (direct),Azote total,148000,kg/an
791.22801,STEP - Evry,2012,Eau (direct),Demande biologique en oxygène (DBO5),44400,kg/an
791.22801,STEP - Evry,2012,Eau (direct),Demande chimique en oxygène (DCO),266000,kg/an
791.22801,STEP - Evry,2012,Eau (direct),Phosphore total,6630,kg/an
058.00420,Ecologic Petroleum Recovery,2012,Air,Vanadium et ses composés,0.0408,kg/an
058.00420,Ecologic Petroleum Recovery,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.0424,kg/an
058.00437,Orfèvrerie Christofle - Etablissement de Yainville,2012,Eau (direct),Chloroforme (trichlorométhane),0.093,kg/an
058.00437,Orfèvrerie Christofle - Etablissement de Yainville,2012,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.009,kg/an
058.00503,CARLO ERBA REAGENTS,2012,Eau (indirect),Chloroforme (trichlorométhane),0.0043,kg/an
058.00503,CARLO ERBA REAGENTS,2012,Eau (direct),Chloroforme (trichlorométhane),0.0006,kg/an
058.00503,CARLO ERBA REAGENTS,2012,Eau (direct),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",0.0001,kg/an
058.00503,CARLO ERBA REAGENTS,2012,Eau (indirect),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",0.0003,kg/an
058.00999,IKOS SOL MEIX,2012,Eau (direct),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",0.0007,kg/an
058.01491,Metropole Rouen Normandie,2012,Air,Vanadium et ses composés,0.0401,kg/an
058.01491,Metropole Rouen Normandie,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.0271,kg/an
38095110,EARL l oeuf de gervan,2012,Air,Ammoniac (NH3),19100,kg/an
67146002,EARL FRITSCH jean-frédéric,2012,Air,Ammoniac (NH3),15500,kg/an
75600099,SCEA GALLOU,2012,Air,Ammoniac (NH3),18400,kg/an
059.00199,CASTMETAL COLOMBIER,2012,Air,Vanadium et ses composés,0.446,kg/an
059.00199,CASTMETAL COLOMBIER,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.32,kg/an
059.00578,CASTMETAL FWF,2012,Air,Vanadium et ses composés,0.075,kg/an
059.00578,CASTMETAL FWF,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.351,kg/an
059.01000,COMTOISE DE TRAITEMENTS DE SURFACES - CTS,2012,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.069,kg/an
059.03605,GESTAMP RONCHAMP SAS,2012,Air,Vanadium et ses composés,0.015,kg/an
38104578,SARL DES EQUETS,2012,Air,Ammoniac (NH3),20400,kg/an
75600100,SARL LANRIDEG,2012,Air,Ammoniac (NH3),11500,kg/an
79115300,BERGER Vincent,2012,Air,Ammoniac (NH3),15000,kg/an
061.02219,QUINSON-FONLUPT,2012,Eau (direct),Chloroforme (trichlorométhane),0.0077,kg/an
061.02219,QUINSON-FONLUPT,2012,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.0747,kg/an
061.02219,QUINSON-FONLUPT,2012,Eau (direct),Octylphénols et éthoxylates d'octylphénol,0.0253,kg/an
061.02219,QUINSON-FONLUPT,2012,Eau (direct),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",0.0548,kg/an
061.02268,ALBERTI ENNOBLISSEMENT,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.134,kg/an
061.02436,KERNEOS Usine de LE TEIL,2012,Air,Vanadium et ses composés,0.32,kg/an
061.02436,KERNEOS Usine de LE TEIL,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.32,kg/an
38227023,SOGIFRA,2012,Air,Ammoniac (NH3),20600,kg/an
75600101,SAS RANNOU,2012,Air,Ammoniac (NH3),44400,kg/an
79116176,SCEA SEGOVOL,2012,Air,Ammoniac (NH3),12300,kg/an
061.02818,PATHEON FRANCE SAS,2012,Eau (indirect),Chloroforme (trichlorométhane),0.048,kg/an
061.02818,PATHEON FRANCE SAS,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.0452,kg/an
061.02889,Centre de Stockage de déchets ultimes,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.0018,kg/an
061.02955,SANDVIK HYPERION SAS,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.018,kg/an
061.02955,SANDVIK HYPERION SAS,2012,Eau (indirect),Octylphénols et éthoxylates d'octylphénol,0.018,kg/an
38410056,EARL NALLET,2012,Air,Ammoniac (NH3),19300,kg/an
67202001,SCEA MARTIN Romain,2012,Air,Ammoniac (NH3),19800,kg/an
061.03001,France Alu Color,2012,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.025,kg/an
061.03134,VICAT Usine de La Pérelle,2012,Air,Vanadium et ses composés,0.073,kg/an
061.03134,VICAT Usine de La Pérelle,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.127,kg/an
061.03165,SNAM,2012,Air,Vanadium et ses composés,0.02,kg/an
061.03165,SNAM,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.02,kg/an
061.03514,GFD,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.0021,kg/an
061.03617,SUEZ RR IWS Chemicals France,2012,Eau (indirect),"1,2-dichloroéthane (DCE - chlorure d'éthylène)",0.00146,kg/an
061.03617,SUEZ RR IWS Chemicals France,2012,Eau (indirect),Chloroforme (trichlorométhane),0.00146,kg/an
061.03617,SUEZ RR IWS Chemicals France,2012,Eau (indirect),"Tétrachlorométhane (TCM, tétrachlorure de carbone)",0.00146,kg/an
061.03676,Station d'épuration à Pierre Bénite,2012,Air,Vanadium et ses composés,0.11,kg/an
061.03676,Station d'épuration à Pierre Bénite,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.07,kg/an
061.03706,SIAP,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.006,kg/an
061.03706,SIAP,2012,Eau (indirect),Octylphénols et éthoxylates d'octylphénol,0.0003,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Aluminium et composés (exprimés en tant que Al),4450,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Azote total,1010000,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Carbone organique total (en tant que C total ou DCO/3),600000,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Cuivre et composés (exprimés en tant que Cu),218,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Demande biologique en oxygène (DBO5),421000,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Demande chimique en oxygène (DCO),1960000,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Fer et composés (exprimés en tant que Fe),15500,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Fluorures (en tant que F total),22500,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Manganèse et composés (exprimés en tant que Mn),1360,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Matières en suspension (MES),391000,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Mercure et composés (exprimés en tant que Hg),17.3,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Nickel et composés (exprimés en tant que Ni),389,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Phosphore total,27100,kg/an
792.02501,STEP - Seine-centre,2012,Eau (direct),Zinc et composés (exprimés en tant que Zn),2370,kg/an
061.03780,SARL SENSZO,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.349,kg/an
061.03860,DANA SPICER FRANCE,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.0018,kg/an
061.03860,DANA SPICER FRANCE,2012,Eau (indirect),Octylphénols et éthoxylates d'octylphénol,0.003,kg/an
061.03972,PLYMOUTH FRANCAISE,2012,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.48,kg/an
39455384,GAEC DE L'IDEE,2012,Air,Ammoniac (NH3),14500,kg/an
67379001,SARL ZACHER,2012,Air,Ammoniac (NH3),16600,kg/an
75600106,EARL DE KERIGOU,2012,Air,Ammoniac (NH3),10400,kg/an
061.04351,CROMOLOGY RESEARCH & INDUSTRY SAVOIE,2012,Eau (direct),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",0.0007,kg/an
061.04495,UIOM des Brévières,2012,Air,Vanadium et ses composés,0.21,kg/an
061.04495,UIOM des Brévières,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.04,kg/an
40136823,EARL DENONAIN ET FILS,2012,Air,Ammoniac (NH3),13300,kg/an
67541001,EARL FAUST SCHNEIDER,2012,Air,Ammoniac (NH3),26900,kg/an
75600107,EARL KERJEAN,2012,Air,Ammoniac (NH3),17400,kg/an
061.04509,UIOM VALEZAN,2012,Air,Vanadium et ses composés,0.112,kg/an
061.04509,UIOM VALEZAN,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.104,kg/an
061.04737,AMPHENOL SOCAPEX,2012,Eau (direct),Chloroforme (trichlorométhane),0.62,kg/an
061.04737,AMPHENOL SOCAPEX,2012,Eau (direct),Octylphénols et éthoxylates d'octylphénol,0.155,kg/an
061.04744,Eurocast Etablissement de THONON,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.012,kg/an
061.04744,Eurocast Etablissement de THONON,2012,Eau (indirect),"Indeno(1,2,3-cd)pyrène",0.000031,kg/an
061.04896,LABORATOIRE MERIEL,2012,Eau (indirect),Chloroforme (trichlorométhane),0.01,kg/an
061.04896,LABORATOIRE MERIEL,2012,Eau (indirect),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),0.006,kg/an
061.04952,VALDI,2012,Air,Vanadium et ses composés,0.0005,kg/an
061.05034,FMI Process (four de station d'épuration),2012,Air,Vanadium et ses composés,0.00531,kg/an
061.05034,FMI Process (four de station d'épuration),2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.00724,kg/an
061.05089,MODERTECH INDUSTRIES,2012,Eau (indirect),Chloroforme (trichlorométhane),0.116,kg/an
061.07304,Metalor Technologies Advanced Coatings France,2012,Air,Vanadium et ses composés,0.0005,kg/an
061.07304,Metalor Technologies Advanced Coatings France,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.0005,kg/an
061.08560,SERTE,2012,Air,Vanadium et ses composés,0.0735,kg/an
061.08560,SERTE,2012,Air,Thallium et ses composés (exprimés en tant que Tl),0.0798,kg/an
75600116,GAEC AVEL-GWALARN,2012,Air,Ammoniac (NH3),10100,kg/an
79200906,EARL COSMOPORC,2012,Air,Ammoniac (NH3),21000,kg/an
062.00932,SARAYA EUROPE,2012,Eau (indirect),"1,2-dichloroéthane (DCE - chlorure d'éthylène)",0.000076,kg/an
062.01074,Cokes de Carling SAS,2012,Eau (indirect),"Xylènes (somme ortho-xylène, méta-xylène, para-xylène)",0.096,kg/an
40282001,FERMIERS LANDAIS SAS,2012,Eau (indirect),Demande biologique en oxygène (DBO5),96700,kg/an
40282001,FERMIERS LANDAIS SAS,2012,Eau (indirect),Demande chimique en oxygène (DCO),167000,kg/an
79230418,SCEA L'AUBERGERE,2012,Air,Ammoniac (NH3),12800,kg/an
122.00020,SUEZ RV CENTRE EST,2012,Air,Méthane (CH4),550000,kg/an
41176801,SARL DOMAINE DES GENETS,2012,Air,Ammoniac (NH3),11400,kg/an
69135155,Monsieur Jonchier Bernard,2012,Air,Ammoniac (NH3),14500,kg/an
75600117,SAS LE VERGE,2012,Air,Ammoniac (NH3),31900,kg/an
79241901,EARL DELIGNE C,2012,Air,Ammoniac (NH3),11900,kg/an
43121058,COOPERATIVE D'ELEVAGE,2012,Air,Ammoniac (NH3),10400,kg/an
44000124,VIAUD Jean-Yves,2012,Air,Ammoniac (NH3),11000,kg/an
69228150,GAEC ELEVAGE AVICOLE DU GRAND BUISSON,2012,Air,Ammoniac (NH3),14200,kg/an
79257280,SCEA LA MAZINOISE,2012,Air,Ammoniac (NH3),18200,kg/an
44000136,SARL MORTIER Frères,2012,Air,Ammoniac (NH3),10900,kg/an
75600120,Société PERON,2012,Air,Ammoniac (NH3),37300,kg/an
79285919,SCEA PERRON,2012,Air,Ammoniac (NH3),11000,kg/an
44051048,SARL LES PINS,2012,Air,Ammoniac (NH3),24100,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Eau (direct),Azote total,62200,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Eau (direct),Demande biologique en oxygène (DBO5),64600,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Eau (direct),Demande chimique en oxygène (DCO),423000,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Eau (direct),Zinc et composés (exprimés en tant que Zn),428,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Eau (direct),Hydroxyde d'ammonium (NH4+),34900,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Sol,Azote total,61100,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Sol,Cuivre et composés (exprimés en tant que Cu),530,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Sol,Nickel et composés (exprimés en tant que Ni),24.9,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Sol,Phosphore total,84900,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Sol,Plomb et composés (exprimés en tant que Pb),87.4,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Sol,Zinc et composés (exprimés en tant que Zn),958,kg/an
701.45103,STEP - BOURG EN BRESSE,2012,Sol,Biphényles polychlorés (PCB),0.4,kg/an
75600121,CORBEL André Daniel,2012,Air,Ammoniac (NH3),16700,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Aluminium et composés (exprimés en tant que Al),10100,kg/an
44051121,GAEC DU DOMAINE HAMON,2012,Air,Ammoniac (NH3),15200,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Azote total,202000,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Chlorures (en tant que Cl total),2490000,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),3230,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Demande biologique en oxygène (DBO5),160000,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Demande chimique en oxygène (DCO),909000,kg/an
14069066,ALVA,2012,Eau (indirect),Demande chimique en oxygène (DCO),350000,kg/an
44065001,GAEC CRUAUT,2012,Air,Ammoniac (NH3),21400,kg/an
75600124,SCEA de KERSCAO,2012,Air,Ammoniac (NH3),14800,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Fer et composés (exprimés en tant que Fe),6050,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Fluorures (en tant que F total),5300,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Phosphore total,10900,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Sulfates,3080000,kg/an
14124081,DESHAYES Hubert,2012,Air,Ammoniac (NH3),10400,kg/an
44067197,SCEA SAINT YVES,2012,Air,Ammoniac (NH3),16500,kg/an
14630043,FRIAL,2012,Eau (indirect),Demande biologique en oxygène (DBO5),81600,kg/an
44072002,AGIS TRAITEUR INNOVATION,2012,Eau (indirect),Demande biologique en oxygène (DBO5),107000,kg/an
44072002,AGIS TRAITEUR INNOVATION,2012,Eau (indirect),Demande chimique en oxygène (DCO),166000,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Eau (direct),Arsenic et composés (exprimés en tant que As),24.5,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Eau (direct),"Dichlorométhane (DCM, chlorure de méthylène)",530,kg/an
14762066,La Normandise,2012,Air,CO2 Total d'origine non biomasse uniquement,26200000,kg/an
14762066,La Normandise,2012,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),26200000,kg/an
14762066,La Normandise,2012,Eau (indirect),Demande biologique en oxygène (DBO5),119000,kg/an
14762066,La Normandise,2012,Eau (indirect),Demande chimique en oxygène (DCO),270000,kg/an
16068142,EARL Guillaume,2012,Air,Ammoniac (NH3),16600,kg/an
44077338,EARL DES ARCADES,2012,Air,Ammoniac (NH3),11800,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Eau (direct),Zinc et composés (exprimés en tant que Zn),182,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Sol,Chrome et composés (exprimés en tant que Cr),52.9,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Sol,Cuivre et composés (exprimés en tant que Cu),332,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Sol,Mercure et composés (exprimés en tant que Hg),1.2,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Sol,Nickel et composés (exprimés en tant que Ni),40.7,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Sol,Plomb et composés (exprimés en tant que Pb),67.2,kg/an
702.34000,Usine d'épuration - GAUCHY,2012,Sol,Zinc et composés (exprimés en tant que Zn),1530,kg/an
75600128,EARL DE KERVORICE,2012,Air,Ammoniac (NH3),22200,kg/an
793.05101,Usine d'épuration de Marne Aval,2012,Eau (direct),Zinc et composés (exprimés en tant que Zn),365,kg/an
062.02392,SOVVAD,2012,Air,Vanadium et ses composés,1.38,kg/an
062.02392,SOVVAD,2012,Air,Thallium et ses composés (exprimés en tant que Tl),1.19,kg/an
16113010,AUCHAN LA COURONNE,2012,Air,Hydrochlorofluorocarbures (HCFC),159,kg/an
44081087,SARL CAPALAFR,2012,Air,Ammoniac (NH3),14600,kg/an
75600133,EARL LA BOISSIERE,2012,Air,Ammoniac (NH3),11100,kg/an
