Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
051.00257,VERALLIA-VAUXROT,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),58500000,kg/an
051.00293,EVERBAL,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),48700000,kg/an
051.00293,EVERBAL,2014,Air,CO2 Total d'origine biomasse uniquement,48700000,kg/an
051.00293,EVERBAL,2014,Sol,Chrome et composés (exprimés en tant que Cr),68.2,kg/an
051.00293,EVERBAL,2014,Sol,Cuivre et composés (exprimés en tant que Cu),52.2,kg/an
051.00311,ISDND de Flavigny-le-Grand et Beaurain,2014,Air,Méthane (CH4),805000,kg/an
051.00311,ISDND de Flavigny-le-Grand et Beaurain,2014,Air,CO2 Total d'origine non biomasse uniquement,10100000,kg/an
051.00311,ISDND de Flavigny-le-Grand et Beaurain,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10100000,kg/an
051.00333,LE CREUSET SAS,2014,Air,Mercure et composés (exprimés en tant que Hg),13.4,kg/an
051.00333,LE CREUSET SAS,2014,Air,Zinc et composés (exprimés en tant que Zn),567,kg/an
051.00349,SOPROCOS,2014,Air,Composés organiques volatils non méthaniques (COVNM),69900,kg/an
051.00390,ISDND HOLNON ET SAVY,2014,Air,Méthane (CH4),135000,kg/an
051.00397,MONDELEZ FRANCE BISCUITS PRODUCTION SAS,2014,Eau (indirect),Demande biologique en oxygène (DBO5),52400,kg/an
051.00466,INTERSNACK FRANCE,2014,Sol,Zinc et composés (exprimés en tant que Zn),120,kg/an
051.00467,ROQUETTE Frères,2014,Air,CO2 Total d'origine non biomasse uniquement,22600000,kg/an
051.00467,ROQUETTE Frères,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22600000,kg/an
051.00467,ROQUETTE Frères,2014,Sol,Cuivre et composés (exprimés en tant que Cu),58.9,kg/an
051.00467,ROQUETTE Frères,2014,Sol,Zinc et composés (exprimés en tant que Zn),151,kg/an
051.00507,Chaufferie ZUP St Quentin,2014,Air,CO2 Total d'origine non biomasse uniquement,10200000,kg/an
051.00507,Chaufferie ZUP St Quentin,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10200000,kg/an
051.00521,TEREOS France,2014,Air,Composés organiques volatils non méthaniques (COVNM),252000,kg/an
051.00521,TEREOS France,2014,Air,Oxydes d'azote (NOx/NO2),310000,kg/an
051.00521,TEREOS France,2014,Air,Protoxyde d'azote (N2O),11000,kg/an
051.00521,TEREOS France,2014,Air,CO2 Total d'origine non biomasse uniquement,251000000,kg/an
051.00521,TEREOS France,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),483000000,kg/an
051.00521,TEREOS France,2014,Air,CO2 Total d'origine biomasse uniquement,232000000,kg/an
051.00521,TEREOS France,2014,Eau (direct),Demande chimique en oxygène (DCO),345000,kg/an
051.00562,MBK INDUSTRIE,2014,Air,Composés organiques volatils non méthaniques (COVNM),53300,kg/an
051.00756,ATEMAX France - Usine de Vénérolles,2014,Air,CO2 Total d'origine non biomasse uniquement,14300000,kg/an
051.00756,ATEMAX France - Usine de Vénérolles,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14300000,kg/an
051.00757,SAICA PAPER FRANCE,2014,Air,CO2 Total d'origine non biomasse uniquement,64100000,kg/an
051.00757,SAICA PAPER FRANCE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),64100000,kg/an
051.00757,SAICA PAPER FRANCE,2014,Eau (direct),Demande chimique en oxygène (DCO),157000,kg/an
051.00757,SAICA PAPER FRANCE,2014,Sol,Azote total,239000,kg/an
051.00757,SAICA PAPER FRANCE,2014,Sol,Chrome et composés (exprimés en tant que Cr),128,kg/an
051.00757,SAICA PAPER FRANCE,2014,Sol,Cuivre et composés (exprimés en tant que Cu),746,kg/an
051.00757,SAICA PAPER FRANCE,2014,Sol,Mercure et composés (exprimés en tant que Hg),1.79,kg/an
051.00757,SAICA PAPER FRANCE,2014,Sol,Nickel et composés (exprimés en tant que Ni),75.1,kg/an
051.00757,SAICA PAPER FRANCE,2014,Sol,Plomb et composés (exprimés en tant que Pb),193,kg/an
051.00757,SAICA PAPER FRANCE,2014,Sol,Zinc et composés (exprimés en tant que Zn),1350,kg/an
051.00850,SINIAT,2014,Air,CO2 Total d'origine non biomasse uniquement,50900000,kg/an
051.00850,SINIAT,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),50900000,kg/an
051.00909,VISKASE,2014,Air,Sulfure de carbone,511000,kg/an
051.00909,VISKASE,2014,Air,Sulfure d'hydrogène (H2S),143000,kg/an
051.00912,AGCO,2014,Air,Composés organiques volatils non méthaniques (COVNM),75000,kg/an
051.00917,SOLABIA,2014,Air,Composés organiques volatils non méthaniques (COVNM),36700,kg/an
051.00918,SPONTEX SAS,2014,Air,Sulfure de carbone,306000,kg/an
051.00918,SPONTEX SAS,2014,Air,Sulfure d'hydrogène (H2S),65300,kg/an
051.00918,SPONTEX SAS,2014,Air,CO2 Total d'origine non biomasse uniquement,32200000,kg/an
051.00918,SPONTEX SAS,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),32200000,kg/an
051.00918,SPONTEX SAS,2014,Eau (direct),Demande biologique en oxygène (DBO5),55000,kg/an
051.00918,SPONTEX SAS,2014,Eau (direct),Demande chimique en oxygène (DCO),196000,kg/an
051.00949,LEBRONZE ALLOYS Ets Bornel,2014,Air,Zinc et composés (exprimés en tant que Zn),220,kg/an
051.00978,BASF France SAS Division Coatings,2014,Air,Composés organiques volatils non méthaniques (COVNM),52900,kg/an
051.00978,BASF France SAS Division Coatings,2014,Air,Zinc et composés (exprimés en tant que Zn),1010,kg/an
051.00993,ADDIVANT France,2014,Air,Composés organiques volatils non méthaniques (COVNM),32500,kg/an
051.01027,TEREOS FRANCE,2014,Air,CO2 Total d'origine non biomasse uniquement,32800000,kg/an
051.01027,TEREOS FRANCE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),32800000,kg/an
051.01029,TEREOS,2014,Air,Oxydes de soufre (SOx/SO2),210000,kg/an
051.01029,TEREOS,2014,Air,Oxydes d'azote (NOx/NO2),139000,kg/an
051.01029,TEREOS,2014,Air,CO2 Total d'origine non biomasse uniquement,84000000,kg/an
051.01029,TEREOS,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),84000000,kg/an
051.01072,REGEAL,2014,Air,Protoxyde d'azote (N2O),18500,kg/an
051.01072,REGEAL,2014,Air,CO2 Total d'origine non biomasse uniquement,15600000,kg/an
051.01072,REGEAL,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15600000,kg/an
051.01075,Engie chaufferie de Compiègne,2014,Air,CO2 Total d'origine non biomasse uniquement,21000000,kg/an
051.01075,Engie chaufferie de Compiègne,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21000000,kg/an
051.01102,Chaufferie de la Cavée de Senlis,2014,Air,CO2 Total d'origine non biomasse uniquement,13900000,kg/an
051.01102,Chaufferie de la Cavée de Senlis,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33800000,kg/an
051.01102,Chaufferie de la Cavée de Senlis,2014,Air,CO2 Total d'origine biomasse uniquement,19900000,kg/an
051.01176,SAVERGLASS,2014,Air,Oxydes de soufre (SOx/SO2),235000,kg/an
051.01176,SAVERGLASS,2014,Air,Oxydes d'azote (NOx/NO2),133000,kg/an
051.01176,SAVERGLASS,2014,Air,CO2 Total d'origine non biomasse uniquement,62000000,kg/an
051.01176,SAVERGLASS,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),62000000,kg/an
051.01189,BIGARD,2014,Eau (indirect),Demande biologique en oxygène (DBO5),52700,kg/an
051.01211,Station de stockage souterrain de GOURNAY-sur-ARONDE,2014,Air,Méthane (CH4),198000,kg/an
051.01211,Station de stockage souterrain de GOURNAY-sur-ARONDE,2014,Air,CO2 Total d'origine non biomasse uniquement,22800000,kg/an
051.01211,Station de stockage souterrain de GOURNAY-sur-ARONDE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22800000,kg/an
051.01321,FAURECIA INTERIEUR INDUSTRIE,2014,Air,Composés organiques volatils non méthaniques (COVNM),62700,kg/an
051.01338,PLACOPLATRE,2014,Air,Composés organiques volatils non méthaniques (COVNM),268000,kg/an
051.01363,ArcelorMittal Atlantique et Lorraine,2014,Air,Composés organiques volatils non méthaniques (COVNM),85800,kg/an
051.01363,ArcelorMittal Atlantique et Lorraine,2014,Air,CO2 Total d'origine non biomasse uniquement,60500000,kg/an
051.01363,ArcelorMittal Atlantique et Lorraine,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),60500000,kg/an
051.01363,ArcelorMittal Atlantique et Lorraine,2014,Eau (direct),Zinc et composés (exprimés en tant que Zn),124,kg/an
051.01410,Chauffage urbain de Nogent sur Oise,2014,Air,CO2 Total d'origine non biomasse uniquement,13100000,kg/an
051.01410,Chauffage urbain de Nogent sur Oise,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13100000,kg/an
051.01507,Synthos Ribécourt,2014,Air,Composés organiques volatils non méthaniques (COVNM),45100,kg/an
051.01523,BELL usine de Russy-Bémont,2014,Sol,Phosphore total,6630,kg/an
051.01524,EJ Picardie,2014,Air,CO2 Total d'origine non biomasse uniquement,61900000,kg/an
051.01524,EJ Picardie,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),61900000,kg/an
051.01555,NORCHIM,2014,Air,Chloroforme (trichlorométhane),718,kg/an
051.01555,NORCHIM,2014,Air,"Dichlorométhane (DCM, chlorure de méthylène)",3540,kg/an
051.01565,ISDND SPAT SAINT MAXIMIN,2014,Air,Méthane (CH4),706000,kg/an
051.01610,SAINT GOBAIN GLASS FRANCE,2014,Air,Oxydes de soufre (SOx/SO2),214000,kg/an
051.01610,SAINT GOBAIN GLASS FRANCE,2014,Air,Oxydes d'azote (NOx/NO2),488000,kg/an
051.01610,SAINT GOBAIN GLASS FRANCE,2014,Air,CO2 Total d'origine non biomasse uniquement,89100000,kg/an
051.01610,SAINT GOBAIN GLASS FRANCE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),89100000,kg/an
051.01637,OLEON,2014,Air,CO2 Total d'origine non biomasse uniquement,10900000,kg/an
051.01637,OLEON,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10900000,kg/an
051.01668,ARKEMA,2014,Air,Composés organiques volatils non méthaniques (COVNM),50300,kg/an
051.01675,DONECO FERRETTITE CELTITE (DFC),2014,Air,Composés organiques volatils non méthaniques (COVNM),34500,kg/an
051.01699,Lactinov Abbeville,2014,Eau (indirect),Demande biologique en oxygène (DBO5),198000,kg/an
051.01699,Lactinov Abbeville,2014,Eau (indirect),Demande chimique en oxygène (DCO),503000,kg/an
051.01699,Lactinov Abbeville,2014,Eau (indirect),Phosphore total,8630,kg/an
051.01758,Eurosérum,2014,Air,Oxydes d'azote (NOx/NO2),3410000,kg/an
051.01758,Eurosérum,2014,Eau (indirect),Demande biologique en oxygène (DBO5),110000,kg/an
051.01758,Eurosérum,2014,Eau (indirect),Demande chimique en oxygène (DCO),233000,kg/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,2014,Air,CO2 Total d'origine non biomasse uniquement,17800000,kg/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17800000,kg/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,2014,Eau (direct),Demande chimique en oxygène (DCO),238000,kg/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,2014,Sol,Chrome et composés (exprimés en tant que Cr),316,kg/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,2014,Sol,Cuivre et composés (exprimés en tant que Cu),150,kg/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,2014,Sol,Nickel et composés (exprimés en tant que Ni),183,kg/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,2014,Sol,Zinc et composés (exprimés en tant que Zn),544,kg/an
051.01900,Chaufferie de l'OPAC du nord : Le Pigeonnier,2014,Air,CO2 Total d'origine non biomasse uniquement,17000000,kg/an
051.01900,Chaufferie de l'OPAC du nord : Le Pigeonnier,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17000000,kg/an
051.01904,Procter et Gamble Amiens SAS,2014,Air,CO2 Total d'origine non biomasse uniquement,13000000,kg/an
051.01904,Procter et Gamble Amiens SAS,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13000000,kg/an
051.01917,WHIRLPOOL,2014,Air,Hydroflurocarbures (HFC),671,kg/an
051.02027,SECODE,2014,Air,Méthane (CH4),456000,kg/an
051.02027,SECODE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10700000,kg/an
051.02027,SECODE,2014,Air,CO2 Total d'origine biomasse uniquement,10700000,kg/an
051.02078,DS Smith Packaging Contoire Hamel,2014,Air,CO2 Total d'origine non biomasse uniquement,25700000,kg/an
051.02078,DS Smith Packaging Contoire Hamel,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),25700000,kg/an
051.02147,SA PULPES DE HAUTE PICARDIE,2014,Air,CO2 Total d'origine non biomasse uniquement,30300000,kg/an
051.02147,SA PULPES DE HAUTE PICARDIE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),30300000,kg/an
051.02153,SAINT LOUIS SUCRE,2014,Air,Composés organiques volatils non méthaniques (COVNM),38500,kg/an
051.02153,SAINT LOUIS SUCRE,2014,Air,Oxydes d'azote (NOx/NO2),176000,kg/an
051.02153,SAINT LOUIS SUCRE,2014,Air,CO2 Total d'origine non biomasse uniquement,145000000,kg/an
051.02153,SAINT LOUIS SUCRE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),183000000,kg/an
051.02153,SAINT LOUIS SUCRE,2014,Air,CO2 Total d'origine biomasse uniquement,38800000,kg/an
051.02169,DAILYCER,2014,Air,Hydroflurocarbures (HFC),211,kg/an
051.02302,SPCH,2014,Air,Mercure et composés (exprimés en tant que Hg),17,kg/an
051.02308,SMIRTOM Picardie Ouest - site de Thieulloy l'Abbaye / TRINOVAL,2014,Air,Méthane (CH4),425000,kg/an
051.02355,STELIA Aerospace - Etablissement de MEAULTE,2014,Air,Composés organiques volatils non méthaniques (COVNM),50700,kg/an
051.02362,AJINOMOTO FOODS EUROPE SAS,2014,Eau (indirect),Azote total,413000,kg/an
051.02362,AJINOMOTO FOODS EUROPE SAS,2014,Eau (indirect),Demande chimique en oxygène (DCO),1990000,kg/an
051.02372,Installation de stockage de déchets de Mons Boubert,2014,Air,Méthane (CH4),593000,kg/an
051.02374,Bonduelle Europe Long Life Estrées,2014,Eau (direct),Demande biologique en oxygène (DBO5),51600,kg/an
051.02374,Bonduelle Europe Long Life Estrées,2014,Eau (direct),Demande chimique en oxygène (DCO),212000,kg/an
051.02374,Bonduelle Europe Long Life Estrées,2014,Eau (direct),Phosphore total,6650,kg/an
051.02391,SA UGEPA,2014,Air,Composés organiques volatils non méthaniques (COVNM),44300,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Air,Oxydes d'azote (NOx/NO2),251000,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Air,Protoxyde d'azote (N2O),10500,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Air,CO2 Total d'origine non biomasse uniquement,237000000,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),237000000,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Sol,Chrome et composés (exprimés en tant que Cr),76,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Sol,Cuivre et composés (exprimés en tant que Cu),68.2,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Sol,Nickel et composés (exprimés en tant que Ni),27.2,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Sol,Plomb et composés (exprimés en tant que Pb),24,kg/an
051.02404,Tereos Starch & Sweeteners Europe SAS,2014,Sol,Zinc et composés (exprimés en tant que Zn),433,kg/an
051.02417,CSDU NURLU,2014,Air,Méthane (CH4),690000,kg/an
051.02481,ISDND de Rollot,2014,Air,Méthane (CH4),167000,kg/an
051.02505,ROYE sucrerie et conditionnement,2014,Air,CO2 Total d'origine non biomasse uniquement,61800000,kg/an
051.02505,ROYE sucrerie et conditionnement,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),61800000,kg/an
051.02507,DESHYDRATATION DE PULPES SUCRERIE ROYE,2014,Air,CO2 Total d'origine non biomasse uniquement,36200000,kg/an
051.02507,DESHYDRATATION DE PULPES SUCRERIE ROYE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),36200000,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Air,CO2 Total d'origine non biomasse uniquement,38200000,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),38200000,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Sol,Azote total,534000,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Sol,Cuivre et composés (exprimés en tant que Cu),108,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Sol,Nickel et composés (exprimés en tant que Ni),33.8,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Sol,Nonylphénols et éthoxylates de nonylphénol (NP/NPE),1.98,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Sol,Phosphore total,140000,kg/an
051.02581,ROQUETTE FRERES - usine de VECQUEMONT,2014,Sol,Zinc et composés (exprimés en tant que Zn),534,kg/an
051.02587,RKW SFE SAS,2014,Air,Composés organiques volatils non méthaniques (COVNM),124000,kg/an
051.02598,"Cristal Union, établissement de Sainte Emilie",2014,Air,Oxydes de soufre (SOx/SO2),422000,kg/an
051.02598,"Cristal Union, établissement de Sainte Emilie",2014,Air,Oxydes d'azote (NOx/NO2),157000,kg/an
051.02598,"Cristal Union, établissement de Sainte Emilie",2014,Air,CO2 Total d'origine non biomasse uniquement,81700000,kg/an
051.02598,"Cristal Union, établissement de Sainte Emilie",2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),81700000,kg/an
051.03204,IMERYS-TC (IMERYS-TOITURE),2014,Air,CO2 Total d'origine non biomasse uniquement,36100000,kg/an
051.03204,IMERYS-TC (IMERYS-TOITURE),2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),36100000,kg/an
051.03651,TIMAC AGRO,2014,Air,Ammoniac (NH3),33900,kg/an
051.03657,FLINT GROUP France sas,2014,Air,Composés organiques volatils non méthaniques (COVNM),141000,kg/an
051.03728,SOCOPIC - Centrale thermique d'Eurolysine,2014,Air,Oxydes d'azote (NOx/NO2),110000,kg/an
051.03728,SOCOPIC - Centrale thermique d'Eurolysine,2014,Air,CO2 Total d'origine non biomasse uniquement,104000000,kg/an
051.03728,SOCOPIC - Centrale thermique d'Eurolysine,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),104000000,kg/an
051.03811,ESIANE,2014,Air,Oxydes d'azote (NOx/NO2),147000,kg/an
051.03811,ESIANE,2014,Air,CO2 Total d'origine non biomasse uniquement,56200000,kg/an
051.03811,ESIANE,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),131000000,kg/an
051.03811,ESIANE,2014,Air,CO2 Total d'origine biomasse uniquement,74600000,kg/an
051.04686,FLEXICO Etablissement d'Hénonville,2014,Air,Composés organiques volatils non méthaniques (COVNM),45500,kg/an
051.05074,GURDEBEKE SA (Centre de LIHONS 80),2014,Air,Méthane (CH4),557000,kg/an
051.05241,COGELYO NORD EST - Goodyear,2014,Air,CO2 Total d'origine non biomasse uniquement,22200000,kg/an
051.05241,COGELYO NORD EST - Goodyear,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22200000,kg/an
051.05384,ISDND du Bochet,2014,Air,Méthane (CH4),405000,kg/an
051.05384,ISDND du Bochet,2014,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11500000,kg/an
051.05384,ISDND du Bochet,2014,Air,CO2 Total d'origine biomasse uniquement,11500000,kg/an
051.05439,BIC RASOIRS,2014,Air,Trichloréthylène,6940,kg/an
051.05624,Siniat RANTIGNY,2014,Air,Composés organiques volatils non méthaniques (COVNM),58000,kg/an
051.05788,WEYLCHEM LAMOTTE SAS,2014,Air,Composés organiques volatils non méthaniques (COVNM),161000,kg/an
051.05788,WEYLCHEM LAMOTTE SAS,2014,Air,Méthane (CH4),161000,kg/an
051.05788,WEYLCHEM LAMOTTE SAS,2014,Air,Oxydes de soufre (SOx/SO2),495000,kg/an
